Date,Julian,Station,Standard,ZipCodes,Scope,DayAirTmpAvg.Value,DayAirTmpAvg.Qc,DayAirTmpAvg.Unit,DayAirTmpMax.Value,DayAirTmpMax.Qc,DayAirTmpMax.Unit,DayAirTmpMin.Value,DayAirTmpMin.Qc,DayAirTmpMin.Unit,DayDewPnt.Value,DayDewPnt.Qc,DayDewPnt.Unit,DayEto.Value,DayEto.Qc,DayEto.Unit,DayPrecip.Value,DayPrecip.Qc,DayPrecip.Unit,DayRelHumAvg.Value,DayRelHumAvg.Qc,DayRelHumAvg.Unit,DayRelHumMax.Value,DayRelHumMax.Qc,DayRelHumMax.Unit,DayRelHumMin.Value,DayRelHumMin.Qc,DayRelHumMin.Unit,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,DaySoilTmpAvg.Unit,DaySolRadAvg.Value,DaySolRadAvg.Qc,DaySolRadAvg.Unit,DayVapPresAvg.Value,DayVapPresAvg.Qc,DayVapPresAvg.Unit,DayWindRun.Value,DayWindRun.Qc,DayWindRun.Unit,DayWindSpdAvg.Value,DayWindSpdAvg.Qc,DayWindSpdAvg.Unit
2024-03-24,84,2,metric,93624,daily,9.9, ,(C),16.6, ,(C),4.2, ,(C),6.9, ,(C),2.33, ,(mm),1.2,H,(mm),82, ,(%),100, ,(%),57, ,(%),16.5, ,(C),164, ,(W./sq.m),1, ,(kPa),204.7, ,(m/s),2.4, ,(m/s)
2024-03-25,85,2,metric,93624,daily,11.2, ,(C),19.3, ,(C),3.5, ,(C),6.2, ,(C),3.42, ,(mm),0, ,(mm),71, ,(%),99, ,(%),46, ,(%),15.9, ,(C),217, ,(W./sq.m),0.9, ,(kPa),161.2, ,(m/s),1.9, ,(m/s)
2024-03-26,86,2,metric,93624,daily,12, ,(C),20.2, ,(C),3.3, ,(C),5.5, ,(C),4.16, ,(mm),0, ,(mm),64, ,(%),98, ,(%),40, ,(%),15.9, ,(C),266, ,(W./sq.m),0.9, ,(kPa),177.1, ,(m/s),2.1, ,(m/s)
2024-03-27,87,2,metric,93624,daily,14.1, ,(C),22.6, ,(C),4.4, ,(C),6.9, ,(C),4.2, ,(mm),0, ,(mm),62, ,(%),93, ,(%),34, ,(%),16, ,(C),228, ,(W./sq.m),1, ,(kPa),209.4, ,(m/s),2.4, ,(m/s)
2024-03-28,88,2,metric,93624,daily,14, ,(C),18.2, ,(C),10.3, ,(C),7.5, ,(C),3.22, ,(mm),0, ,(mm),65, ,(%),91, ,(%),46, ,(%),16.2, ,(C),174, ,(W./sq.m),1, ,(kPa),270.8, ,(m/s),3.1, ,(m/s)
2024-03-29,89,2,metric,93624,daily,11.8, ,(C),17.4, ,(C),7.7, ,(C),6, ,(C),1.74, ,(mm),2.4, ,(mm),68, ,(%),99, ,(%),34, ,(%),15.9, ,(C),88, ,(W./sq.m),0.9, ,(kPa),262.7, ,(m/s),3, ,(m/s)
2024-03-30,90,2,metric,93624,daily,11.7, ,(C),17.6, ,(C),7.3, ,(C),8.6, ,(C),1.19, ,(mm),2.7,H,(mm),82, ,(%),99, ,(%),50, ,(%),15.4, ,(C),73, ,(W./sq.m),1.1, ,(kPa),269.4, ,(m/s),3.1, ,(m/s)
2024-03-31,91,2,metric,93624,daily,12.7, ,(C),19.1, ,(C),6, ,(C),8.3, ,(C),2.34, ,(mm),0.6, ,(mm),75, ,(%),100, ,(%),46, ,(%),15.4, ,(C),146, ,(W./sq.m),1.1, ,(kPa),182.5, ,(m/s),2.1, ,(m/s)
2024-04-01,92,2,metric,93624,daily,13.3, ,(C),21.4, ,(C),4.8, ,(C),8.4, ,(C),3.73, ,(mm),0.4, ,(mm),72, ,(%),100, ,(%),42, ,(%),15.7, ,(C),240, ,(W./sq.m),1.1, ,(kPa),138.3, ,(m/s),1.6, ,(m/s)
2024-04-02,93,2,metric,93624,daily,16, ,(C),25, ,(C),6.4, ,(C),8.2, ,(C),4.24, ,(mm),0.2, ,(mm),60, ,(%),99, ,(%),34, ,(%),16.2, ,(C),240, ,(W./sq.m),1.1, ,(kPa),158.1, ,(m/s),1.8, ,(m/s)
2024-04-03,94,2,metric,93624,daily,17.4, ,(C),27.5, ,(C),8, ,(C),9, ,(C),4.69, ,(mm),0, ,(mm),58, ,(%),97, ,(%),26, ,(%),16.8, ,(C),241, ,(W./sq.m),1.1, ,(kPa),198.9, ,(m/s),2.3, ,(m/s)
2024-04-04,95,2,metric,93624,daily,10.5, ,(C),15, ,(C),7.2, ,(C),4.5, ,(C),2.7, ,(mm),0.7, ,(mm),66, ,(%),89, ,(%),42, ,(%),16.9, ,(C),149, ,(W./sq.m),0.8, ,(kPa),367.4, ,(m/s),4.3, ,(m/s)
2024-04-05,96,2,metric,93624,daily,7.7,Y,(C),13.4, ,(C),3.4, ,(C),4.1,Y,(C),1.89, ,(mm),3, ,(mm),78,Y,(%),98, ,(%),56, ,(%),15.7, ,(C),145, ,(W./sq.m),0.8, ,(kPa),223.8, ,(m/s),2.6, ,(m/s)
2024-04-06,97,2,metric,93624,daily,9.3, ,(C),16.8, ,(C),0.6, ,(C),3.3, ,(C),3.55, ,(mm),0, ,(mm),66, ,(%),100, ,(%),39, ,(%),15.1, ,(C),247, ,(W./sq.m),0.8, ,(kPa),130.5, ,(m/s),1.5, ,(m/s)
2024-04-07,98,2,metric,93624,daily,11.4, ,(C),18.5, ,(C),4.7, ,(C),2.5, ,(C),4.76, ,(mm),0, ,(mm),54, ,(%),90, ,(%),29, ,(%),15.1, ,(C),257, ,(W./sq.m),0.7, ,(kPa),305.8, ,(m/s),3.5, ,(m/s)
2024-04-08,99,2,metric,93624,daily,12.5, ,(C),21.2, ,(C),3.6, ,(C),2.7, ,(C),4.89, ,(mm),0, ,(mm),51, ,(%),84, ,(%),26, ,(%),15.1, ,(C),250, ,(W./sq.m),0.7, ,(kPa),266.1, ,(m/s),3.1, ,(m/s)
2024-04-09,100,2,metric,93624,daily,15.4, ,(C),25.2, ,(C),4.7, ,(C),4, ,(C),4.91, ,(mm),0, ,(mm),46, ,(%),84, ,(%),26, ,(%),15.3, ,(C),263, ,(W./sq.m),0.8, ,(kPa),171.1, ,(m/s),2, ,(m/s)
2024-04-10,101,2,metric,93624,daily,18, ,(C),27.6, ,(C),7, ,(C),7.3, ,(C),4.98, ,(mm),0, ,(mm),50, ,(%),85, ,(%),26, ,(%),16.1, ,(C),260, ,(W./sq.m),1, ,(kPa),140.6, ,(m/s),1.6, ,(m/s)
2024-04-11,102,2,metric,93624,daily,20.3, ,(C),30.2, ,(C),9, ,(C),9.5, ,(C),5.04, ,(mm),0, ,(mm),50, ,(%),87, ,(%),27, ,(%),16.9, ,(C),261, ,(W./sq.m),1.2, ,(kPa),126.5, ,(m/s),1.5, ,(m/s)
2024-04-12,103,2,metric,93624,daily,18.6, ,(C),27.9, ,(C),11.3, ,(C),8, ,(C),6.94, ,(mm),0, ,(mm),50, ,(%),92, ,(%),24, ,(%),17.6, ,(C),266, ,(W./sq.m),1.1, ,(kPa),392.1, ,(m/s),4.5, ,(m/s)
2024-04-13,104,2,metric,93624,daily,10.3, ,(C),17.7, ,(C),6, ,(C),7.3, ,(C),0.87, ,(mm),6.1, ,(mm),82, ,(%),99, ,(%),57, ,(%),17.2, ,(C),51, ,(W./sq.m),1, ,(kPa),341.6, ,(m/s),4, ,(m/s)
2024-04-14,105,2,metric,93624,daily,10.2, ,(C),15.9, ,(C),6.2, ,(C),8.3, ,(C),2.88, ,(mm),4,H,(mm),88, ,(%),100, ,(%),66, ,(%),15.7, ,(C),209, ,(W./sq.m),1.1, ,(kPa),208.2, ,(m/s),2.4, ,(m/s)
2024-04-15,106,2,metric,93624,daily,12.8, ,(C),19.2, ,(C),6.4, ,(C),8.9, ,(C),3.82, ,(mm),1.2,H,(mm),77, ,(%),99, ,(%),51, ,(%),15.6, ,(C),249, ,(W./sq.m),1.1, ,(kPa),171, ,(m/s),2, ,(m/s)
2024-04-16,107,2,metric,93624,daily,15.6, ,(C),23.3, ,(C),8, ,(C),11.2, ,(C),3.7, ,(mm),0.4, ,(mm),75, ,(%),100, ,(%),49, ,(%),16.2, ,(C),218, ,(W./sq.m),1.3, ,(kPa),151, ,(m/s),1.7, ,(m/s)
2024-04-17,108,2,metric,93624,daily,22.3,H,(C),28.8, ,(C),14.9,Y,(C),12.6,Y,(C),4.76,H,(mm),0,R,(mm),54,Y,(%),99,H,(%),40,H,(%),17.2, ,(C),278, ,(W./sq.m),1.5,Y,(kPa),146.1, ,(m/s),1.7, ,(m/s)
2024-04-18,109,2,metric,93624,daily,20.5, ,(C),29.3, ,(C),11.2, ,(C),13.3,Y,(C),5.09, ,(mm),0, ,(mm),63,Y,(%),91, ,(%),42, ,(%),17.9, ,(C),275, ,(W./sq.m),1.5,Y,(kPa),138.8, ,(m/s),1.6, ,(m/s)
2024-04-19,110,2,metric,93624,daily,20.1, ,(C),28.5, ,(C),12.6, ,(C),10.3, ,(C),5.97, ,(mm),0, ,(mm),53, ,(%),79, ,(%),29, ,(%),18.6, ,(C),300, ,(W./sq.m),1.3, ,(kPa),213.4, ,(m/s),2.5, ,(m/s)
2024-04-20,111,2,metric,93624,daily,20.3, ,(C),29.8, ,(C),10.6, ,(C),8.5, ,(C),6.61, ,(mm),0, ,(mm),47, ,(%),86, ,(%),23, ,(%),18.8, ,(C),311, ,(W./sq.m),1.1, ,(kPa),235.4, ,(m/s),2.7, ,(m/s)
2024-04-21,112,2,metric,93624,daily,20.1, ,(C),30, ,(C),8.8, ,(C),8, ,(C),6.34, ,(mm),0, ,(mm),46, ,(%),69, ,(%),28, ,(%),18.8, ,(C),303, ,(W./sq.m),1.1, ,(kPa),202.3, ,(m/s),2.3, ,(m/s)
2024-04-22,113,2,metric,93624,daily,21.8, ,(C),31.9, ,(C),11.8, ,(C),10.7, ,(C),6.05, ,(mm),0, ,(mm),49, ,(%),80, ,(%),26, ,(%),19.1, ,(C),302, ,(W./sq.m),1.3, ,(kPa),160, ,(m/s),1.9, ,(m/s)
2024-04-23,114,2,metric,93624,daily,17.4, ,(C),25, ,(C),10.8, ,(C),8.2, ,(C),5.36, ,(mm),0, ,(mm),54, ,(%),79, ,(%),32, ,(%),19.5, ,(C),303, ,(W./sq.m),1.1, ,(kPa),185.8, ,(m/s),2.2, ,(m/s)
2024-04-24,115,2,metric,93624,daily,15.3, ,(C),21.8, ,(C),9.3, ,(C),8.6, ,(C),3.67, ,(mm),0, ,(mm),64, ,(%),82, ,(%),48, ,(%),19.3, ,(C),207, ,(W./sq.m),1.1, ,(kPa),189.2, ,(m/s),2.2, ,(m/s)
2024-04-25,116,2,metric,93624,daily,17.1, ,(C),23.4, ,(C),12.4, ,(C),8.2, ,(C),4.4, ,(mm),0, ,(mm),56, ,(%),77, ,(%),38, ,(%),19.3, ,(C),208, ,(W./sq.m),1.1, ,(kPa),289.9, ,(m/s),3.4, ,(m/s)
2024-04-26,117,2,metric,93624,daily,16.2, ,(C),23.6, ,(C),9.9, ,(C),6.5, ,(C),5.33, ,(mm),0, ,(mm),53, ,(%),79, ,(%),31, ,(%),19.4, ,(C),233, ,(W./sq.m),1, ,(kPa),356, ,(m/s),4.1, ,(m/s)
2024-04-27,118,2,metric,93624,daily,15.6, ,(C),24.3, ,(C),5.9, ,(C),6.1, ,(C),5.49, ,(mm),0, ,(mm),53, ,(%),85, ,(%),33, ,(%),19, ,(C),286, ,(W./sq.m),0.9, ,(kPa),201.5, ,(m/s),2.3, ,(m/s)
2024-04-28,119,2,metric,93624,daily,17.5, ,(C),26.4, ,(C),7.8, ,(C),7, ,(C),6.06, ,(mm),0, ,(mm),50, ,(%),78, ,(%),33, ,(%),19.1, ,(C),275, ,(W./sq.m),1, ,(kPa),277.9, ,(m/s),3.2, ,(m/s)
2024-04-29,120,2,metric,93624,daily,17.5, ,(C),26.6, ,(C),6.9, ,(C),4.7, ,(C),7.18, ,(mm),0, ,(mm),43, ,(%),76, ,(%),24, ,(%),19.1, ,(C),290, ,(W./sq.m),0.9, ,(kPa),372.9, ,(m/s),4.3, ,(m/s)
2024-04-30,121,2,metric,93624,daily,18.2, ,(C),27.1, ,(C),7, ,(C),2.8, ,(C),7.16, ,(mm),0, ,(mm),36, ,(%),62, ,(%),21, ,(%),18.8, ,(C),262, ,(W./sq.m),0.7, ,(kPa),366.2, ,(m/s),4.2, ,(m/s)
2024-05-01,122,2,metric,93624,daily,17.7, ,(C),26.7, ,(C),9.7, ,(C),0, ,(C),8.05, ,(mm),0, ,(mm),30, ,(%),57, ,(%),18, ,(%),18.8, ,(C),275, ,(W./sq.m),0.6, ,(kPa),439.9, ,(m/s),5.1, ,(m/s)
2024-05-02,123,2,metric,93624,daily,18.7, ,(C),28.3, ,(C),6.3, ,(C),3.8, ,(C),7.2, ,(mm),0, ,(mm),37, ,(%),62, ,(%),22, ,(%),18.4, ,(C),276, ,(W./sq.m),0.8, ,(kPa),309, ,(m/s),3.6, ,(m/s)
2024-05-03,124,2,metric,93624,daily,19.7, ,(C),28.8, ,(C),9.2, ,(C),7.8, ,(C),6.44, ,(mm),0, ,(mm),46, ,(%),72, ,(%),30, ,(%),18.7, ,(C),288, ,(W./sq.m),1.1, ,(kPa),242.9, ,(m/s),2.8, ,(m/s)
2024-05-04,125,2,metric,93624,daily,13.1, ,(C),20, ,(C),6, ,(C),7.6, ,(C),1.52, ,(mm),4.1, ,(mm),69, ,(%),95, ,(%),49, ,(%),18.9, ,(C),84, ,(W./sq.m),1, ,(kPa),241.7, ,(m/s),2.8, ,(m/s)
2024-05-05,126,2,metric,93624,daily,11.1,Y,(C),19, ,(C),2.8,Y,(C),3.9,Y,(C),4.3, ,(mm),0.2, ,(mm),61,Y,(%),96, ,(%),33, ,(%),17.8, ,(C),222, ,(W./sq.m),0.8, ,(kPa),270, ,(m/s),3.1, ,(m/s)
2024-05-06,127,2,metric,93624,daily,13.6, ,(C),22.2, ,(C),4.6, ,(C),2.6, ,(C),5.2, ,(mm),0, ,(mm),48, ,(%),80, ,(%),27, ,(%),17.7, ,(C),277, ,(W./sq.m),0.7, ,(kPa),215.4, ,(m/s),2.5, ,(m/s)
2024-05-07,128,2,metric,93624,daily,16, ,(C),25.2, ,(C),6.6, ,(C),5.2, ,(C),6.48, ,(mm),0, ,(mm),49, ,(%),80, ,(%),28, ,(%),18, ,(C),294, ,(W./sq.m),0.9, ,(kPa),326.2, ,(m/s),3.8, ,(m/s)
2024-05-08,129,2,metric,93624,daily,17.8, ,(C),26, ,(C),9.3, ,(C),2.4, ,(C),7.84, ,(mm),0, ,(mm),36, ,(%),57, ,(%),21, ,(%),18.1, ,(C),304, ,(W./sq.m),0.7, ,(kPa),382.1, ,(m/s),4.4, ,(m/s)
2024-05-09,130,2,metric,93624,daily,20.1, ,(C),30.8, ,(C),6.7, ,(C),3.5, ,(C),6.5, ,(mm),0, ,(mm),33, ,(%),68, ,(%),15, ,(%),18.4, ,(C),299, ,(W./sq.m),0.8, ,(kPa),183.3, ,(m/s),2.1, ,(m/s)
2024-05-10,131,2,metric,93624,daily,21.7, ,(C),32.5, ,(C),9.9, ,(C),7.2, ,(C),6.58, ,(mm),0, ,(mm),39, ,(%),70, ,(%),21, ,(%),19.3, ,(C),301, ,(W./sq.m),1, ,(kPa),175.4, ,(m/s),2, ,(m/s)
2024-05-11,132,2,metric,93624,daily,23, ,(C),34, ,(C),11.8, ,(C),7.4, ,(C),7.04, ,(mm),0, ,(mm),37, ,(%),76, ,(%),14, ,(%),20, ,(C),302, ,(W./sq.m),1, ,(kPa),184.6, ,(m/s),2.1, ,(m/s)
2024-05-12,133,2,metric,93624,daily,23.8, ,(C),34.7, ,(C),12, ,(C),7.2, ,(C),7.4, ,(mm),0, ,(mm),34, ,(%),73, ,(%),16, ,(%),20.4, ,(C),304, ,(W./sq.m),1, ,(kPa),209.7, ,(m/s),2.4, ,(m/s)
2024-05-13,134,2,metric,93624,daily,23.1, ,(C),33, ,(C),11.8, ,(C),6.4, ,(C),7.74, ,(mm),0, ,(mm),34, ,(%),67, ,(%),19, ,(%),20.8, ,(C),312, ,(W./sq.m),1, ,(kPa),255.9, ,(m/s),3, ,(m/s)
2024-05-14,135,2,metric,93624,daily,22.7, ,(C),33.3, ,(C),11.8, ,(C),8.2, ,(C),7.27, ,(mm),0, ,(mm),39, ,(%),64, ,(%),21, ,(%),20.9, ,(C),289, ,(W./sq.m),1.1, ,(kPa),245.3, ,(m/s),2.8, ,(m/s)
2024-05-15,136,2,metric,93624,daily,23.8, ,(C),33.4, ,(C),13.3, ,(C),11.2, ,(C),6.96, ,(mm),0, ,(mm),45, ,(%),75, ,(%),28, ,(%),21.1, ,(C),298, ,(W./sq.m),1.3, ,(kPa),206.2, ,(m/s),2.4, ,(m/s)
2024-05-16,137,2,metric,93624,daily,23.7, ,(C),34.1, ,(C),13.9, ,(C),9.9, ,(C),6.75, ,(mm),0, ,(mm),42, ,(%),75, ,(%),21, ,(%),21.6, ,(C),301, ,(W./sq.m),1.2, ,(kPa),193, ,(m/s),2.2, ,(m/s)
2024-05-17,138,2,metric,93624,daily,21.5, ,(C),31.2, ,(C),12, ,(C),10.4, ,(C),6.57, ,(mm),0, ,(mm),49, ,(%),72, ,(%),32, ,(%),22.1, ,(C),318, ,(W./sq.m),1.3, ,(kPa),219.9, ,(m/s),2.5, ,(m/s)
2024-05-18,139,2,metric,93624,daily,22.3, ,(C),31.4, ,(C),12.8, ,(C),10.9, ,(C),6.43, ,(mm),0, ,(mm),49, ,(%),73, ,(%),32, ,(%),22.5, ,(C),318, ,(W./sq.m),1.3, ,(kPa),162.3, ,(m/s),1.9, ,(m/s)
2024-05-19,140,2,metric,93624,daily,20.4, ,(C),29.8, ,(C),11.3, ,(C),8.8, ,(C),6.67, ,(mm),0, ,(mm),47, ,(%),77, ,(%),28, ,(%),22.7, ,(C),331, ,(W./sq.m),1.1, ,(kPa),201.9, ,(m/s),2.3, ,(m/s)
2024-05-20,141,2,metric,93624,daily,19.6, ,(C),29.4, ,(C),8, ,(C),5.2, ,(C),7.42, ,(mm),0, ,(mm),39, ,(%),70, ,(%),19, ,(%),22.4, ,(C),341, ,(W./sq.m),0.9, ,(kPa),278.6, ,(m/s),3.2, ,(m/s)
2024-05-21,142,2,metric,93624,daily,21.1, ,(C),30.5, ,(C),9.5, ,(C),4.6, ,(C),7.23, ,(mm),0, ,(mm),34, ,(%),76, ,(%),14, ,(%),22.1, ,(C),342, ,(W./sq.m),0.8, ,(kPa),208.1, ,(m/s),2.4, ,(m/s)
2024-05-22,143,2,metric,93624,daily,22.2, ,(C),32.2, ,(C),10, ,(C),5.8, ,(C),7.38, ,(mm),0, ,(mm),34, ,(%),67, ,(%),20, ,(%),22.2, ,(C),332, ,(W./sq.m),0.9, ,(kPa),202.1, ,(m/s),2.3, ,(m/s)
2024-05-23,144,2,metric,93624,daily,20.8, ,(C),29.4, ,(C),11.9, ,(C),4.9, ,(C),7.78, ,(mm),0, ,(mm),35, ,(%),68, ,(%),19, ,(%),22.4, ,(C),334, ,(W./sq.m),0.9, ,(kPa),280.4, ,(m/s),3.2, ,(m/s)
2024-05-24,145,2,metric,93624,daily,18.9, ,(C),29.2, ,(C),9, ,(C),4, ,(C),6.56, ,(mm),0, ,(mm),37, ,(%),71, ,(%),18, ,(%),22.1, ,(C),298, ,(W./sq.m),0.8, ,(kPa),217.8, ,(m/s),2.5, ,(m/s)
2024-05-25,146,2,metric,93624,daily,18.1, ,(C),26.7, ,(C),8.3, ,(C),7.3, ,(C),6.25, ,(mm),0, ,(mm),49, ,(%),74, ,(%),34, ,(%),22.1, ,(C),324, ,(W./sq.m),1, ,(kPa),209.9, ,(m/s),2.4, ,(m/s)
2024-05-26,147,2,metric,93624,daily,19.6, ,(C),28.8, ,(C),9.3, ,(C),7.6, ,(C),6.6, ,(mm),0, ,(mm),46, ,(%),77, ,(%),29, ,(%),22.3, ,(C),329, ,(W./sq.m),1, ,(kPa),206.5, ,(m/s),2.4, ,(m/s)
2024-05-27,148,2,metric,93624,daily,22.5, ,(C),32.5, ,(C),11.3, ,(C),8.2, ,(C),6.85, ,(mm),0, ,(mm),40, ,(%),70, ,(%),24, ,(%),22.6, ,(C),331, ,(W./sq.m),1.1, ,(kPa),151.4, ,(m/s),1.8, ,(m/s)
2024-05-28,149,2,metric,93624,daily,23.3, ,(C),33.8, ,(C),13.1, ,(C),8.1, ,(C),7.72, ,(mm),0, ,(mm),38, ,(%),68, ,(%),21, ,(%),23, ,(C),335, ,(W./sq.m),1.1, ,(kPa),249.5, ,(m/s),2.9, ,(m/s)
2024-05-29,150,2,metric,93624,daily,22.3, ,(C),31.5, ,(C),11.2, ,(C),7.4, ,(C),8.09, ,(mm),0, ,(mm),38, ,(%),64, ,(%),28, ,(%),22.9, ,(C),342, ,(W./sq.m),1, ,(kPa),296.3, ,(m/s),3.4, ,(m/s)
2024-05-30,151,2,metric,93624,daily,24.1, ,(C),33.7, ,(C),11.1, ,(C),6, ,(C),8.4, ,(mm),0, ,(mm),31, ,(%),70, ,(%),17, ,(%),22.6, ,(C),336, ,(W./sq.m),0.9, ,(kPa),274, ,(m/s),3.2, ,(m/s)
2024-05-31,152,2,metric,93624,daily,25.2, ,(C),35.1, ,(C),13, ,(C),8.4, ,(C),7.59, ,(mm),0, ,(mm),34, ,(%),60, ,(%),20, ,(%),22.8, ,(C),326, ,(W./sq.m),1.1, ,(kPa),182.9, ,(m/s),2.1, ,(m/s)
2024-06-01,153,2,metric,93624,daily,25, ,(C),35.3, ,(C),13.4, ,(C),7.5, ,(C),8.49, ,(mm),0, ,(mm),33, ,(%),68, ,(%),17, ,(%),23.1, ,(C),327, ,(W./sq.m),1, ,(kPa),280.2, ,(m/s),3.2, ,(m/s)
2024-06-02,154,2,metric,93624,daily,22.8, ,(C),31.1, ,(C),12.8, ,(C),9.6, ,(C),7.54, ,(mm),0, ,(mm),43, ,(%),66, ,(%),31, ,(%),23, ,(C),332, ,(W./sq.m),1.2, ,(kPa),249.5, ,(m/s),2.9, ,(m/s)
2024-06-03,155,2,metric,93624,daily,23, ,(C),29.7, ,(C),14.9, ,(C),13, ,(C),6.35, ,(mm),0, ,(mm),54, ,(%),70, ,(%),41, ,(%),22.9, ,(C),253, ,(W./sq.m),1.5, ,(kPa),338.3, ,(m/s),3.9, ,(m/s)
2024-06-04,156,2,metric,93624,daily,24.4, ,(C),33.3, ,(C),13.9, ,(C),13.6, ,(C),7.7, ,(mm),0, ,(mm),51, ,(%),67, ,(%),35, ,(%),22.8, ,(C),329, ,(W./sq.m),1.6, ,(kPa),279.3, ,(m/s),3.2, ,(m/s)
2024-06-05,157,2,metric,93624,daily,28.7, ,(C),37.6, ,(C),18.1, ,(C),15.9,Y,(C),7.7, ,(mm),0, ,(mm),46,Y,(%),76, ,(%),29, ,(%),23.2, ,(C),313, ,(W./sq.m),1.8,Y,(kPa),211.6, ,(m/s),2.4, ,(m/s)
2024-06-06,158,2,metric,93624,daily,30.3,Y,(C),40.1,Y,(C),19.7,Y,(C),14.7,Y,(C),7.92, ,(mm),0, ,(mm),39,Y,(%),72, ,(%),24, ,(%),24, ,(C),313, ,(W./sq.m),1.7, ,(kPa),193.8, ,(m/s),2.2, ,(m/s)
2024-06-07,159,2,metric,93624,daily,27.8, ,(C),38.7, ,(C),16.1, ,(C),10.4, ,(C),7.94, ,(mm),0, ,(mm),34, ,(%),69, ,(%),20, ,(%),24.7, ,(C),328, ,(W./sq.m),1.3, ,(kPa),183.3, ,(m/s),2.1, ,(m/s)
2024-06-08,160,2,metric,93624,daily,24.3, ,(C),33.7, ,(C),14.2, ,(C),10.7, ,(C),6.95, ,(mm),0, ,(mm),42, ,(%),67, ,(%),27, ,(%),24.9, ,(C),310, ,(W./sq.m),1.3, ,(kPa),191.4, ,(m/s),2.2, ,(m/s)
2024-06-09,161,2,metric,93624,daily,24.3, ,(C),34.4, ,(C),13.4, ,(C),9.4, ,(C),7.44, ,(mm),0, ,(mm),39, ,(%),70, ,(%),22, ,(%),24.9, ,(C),327, ,(W./sq.m),1.2, ,(kPa),194.1, ,(m/s),2.2, ,(m/s)
2024-06-10,162,2,metric,93624,daily,24.8, ,(C),34.9, ,(C),13.8, ,(C),10.9, ,(C),7.23, ,(mm),0, ,(mm),42, ,(%),68, ,(%),24, ,(%),25, ,(C),325, ,(W./sq.m),1.3, ,(kPa),189.1, ,(m/s),2.2, ,(m/s)
2024-06-11,163,2,metric,93624,daily,28, ,(C),38.1, ,(C),17.3, ,(C),14.4, ,(C),7.64, ,(mm),0, ,(mm),44, ,(%),75, ,(%),27, ,(%),25.2, ,(C),324, ,(W./sq.m),1.6, ,(kPa),179.3, ,(m/s),2.1, ,(m/s)
2024-06-12,164,2,metric,93624,daily,29, ,(C),40.3,Y,(C),18.7, ,(C),14.2, ,(C),7.63, ,(mm),0, ,(mm),40, ,(%),71, ,(%),22, ,(%),25.7, ,(C),319, ,(W./sq.m),1.6, ,(kPa),172.9, ,(m/s),2, ,(m/s)
2024-06-13,165,2,metric,93624,daily,25.7, ,(C),35.5, ,(C),16.4, ,(C),12, ,(C),6.8, ,(mm),0, ,(mm),43, ,(%),69, ,(%),27, ,(%),26.2,Y,(C),297, ,(W./sq.m),1.4, ,(kPa),176.7, ,(m/s),2, ,(m/s)
2024-06-14,166,2,metric,93624,daily,25.1, ,(C),34.9, ,(C),14.1, ,(C),7.8, ,(C),7.67, ,(mm),0, ,(mm),33, ,(%),60, ,(%),18, ,(%),26.1, ,(C),312, ,(W./sq.m),1.1, ,(kPa),221.1, ,(m/s),2.6, ,(m/s)
2024-06-15,167,2,metric,93624,daily,24, ,(C),32, ,(C),16.1, ,(C),4.4, ,(C),9, ,(mm),0, ,(mm),28, ,(%),42, ,(%),19, ,(%),25.7, ,(C),336, ,(W./sq.m),0.8, ,(kPa),347.8, ,(m/s),4, ,(m/s)
2024-06-16,168,2,metric,93624,daily,24, ,(C),32.8, ,(C),12.4, ,(C),4.6, ,(C),9.62, ,(mm),0, ,(mm),28, ,(%),55, ,(%),16, ,(%),25.1, ,(C),330, ,(W./sq.m),0.8, ,(kPa),382.2, ,(m/s),4.4, ,(m/s)
2024-06-17,169,2,metric,93624,daily,22.4, ,(C),29, ,(C),16.2, ,(C),4.4, ,(C),9.81, ,(mm),0, ,(mm),31, ,(%),52, ,(%),14, ,(%),24.6, ,(C),344, ,(W./sq.m),0.8, ,(kPa),474.6,R,(m/s),5.5,R,(m/s)
2024-06-18,170,2,metric,93624,daily,21.7, ,(C),30.7, ,(C),10.1, ,(C),4.2, ,(C),7.08, ,(mm),0, ,(mm),32, ,(%),54, ,(%),19, ,(%),23.9, ,(C),295, ,(W./sq.m),0.8, ,(kPa),233.2, ,(m/s),2.7, ,(m/s)
2024-06-19,171,2,metric,93624,daily,23.1, ,(C),33.1, ,(C),10.8, ,(C),3.5, ,(C),7.93, ,(mm),0, ,(mm),28, ,(%),62, ,(%),16, ,(%),23.8, ,(C),337, ,(W./sq.m),0.8, ,(kPa),220.4, ,(m/s),2.6, ,(m/s)
